source_doc_id,date,sentence,found_term,accompanying_terms
752,2013-10-29 18:00:00,Ambassador Extraordinary and Plenipotentiary of the Russian Federation to Syria Azamat Kulmukhametov is being awarded the Order of Courage.,syria,[]
790,2013-11-20 22:00:00,We are calling for a rapid end to the bloodshed in Syria and hope to see continuation of talks in Geneva.,syria,[]
795,2013-11-22 16:00:00,"Of course we discussed international issues too, the situation in the Middle East in general and the situation in Syria in particular.",syria,[]
795,2013-11-22 16:00:00,The situation in Syria is worsening every day and innocent people are dying there every day.,syria,[]
795,2013-11-22 16:00:00,"As for the humanitarian issue, you know, I have not had any contact with the Syrian president, Mr Assad, since 2007.",syria,[]
795,2013-11-22 16:00:00,"People might hold different views, but no one disputes that fundamentalist groups are actively fighting in Syria and are behaving in very ruthless fashion.",syria,[]
795,2013-11-22 16:00:00,"Ultimately, we both share the aim of bringing peace to Syria and preserving its territorial integrity.",syria,[]
795,2013-11-22 16:00:00,I completely agree with the Prime Minister when he says that we should lose no time and that we should let the Syrian people decide their own future.,syria,[]
795,2013-11-22 16:00:00,"Russia took the responsibility of convincing the Syrian leadership, and we have carried out this part of the work.",syria,[]
795,2013-11-22 16:00:00,We have proposed to the Syrian opposition leaders that they gather in Moscow to hold additional consultations.,syria,[]
801,2013-11-26 19:15:00,We also discussed the Syrian issue separately.,syria,[]
801,2013-11-26 19:15:00,"In addition, we touched on a number of international issues, among them the Syrian crisis.",syria,[]
827,2013-12-12 13:15:00,This dramatic situation unfolded in Syria.,syria,[]
827,2013-12-12 13:15:00,"As far as Syria is concerned, the international community had to jointly make a momentous choice: to either descend into further erosion of the world order’s foundations, or collectively make responsible decisions.",syria,[]
827,2013-12-12 13:15:00,"So far, at least, we have been able to avoid external military intervention in Syria’s affairs and the spread of the conflict far beyond the region.",syria,[]
827,2013-12-12 13:15:00,"As a result, together with our partners, we managed to steer the course of events away from war and toward establishing a nationwide political process and civil consensus in Syria.",syria,[]
827,2013-12-12 13:15:00,Syria’s chemical weapons arsenal is now under international control.,syria,[]
827,2013-12-12 13:15:00,The Syrian precedent confirmed the UN’s central role in global politics.,syria,[]
827,2013-12-12 13:15:00,"The Syrian crisis, and now the situation in Iran as well, clearly demonstrate that any international problem can and should be resolved exclusively through political means, without resorting to forceful actions with little potential that are rejected by most nations in the world.",syria,[]
833,2013-12-19 17:00:00,I consider that we really have made a significant contribution to solving the acute and long-standing problems associated with both Syria and Iran’s nuclear programme.,syria,[]
835,2013-12-23 13:15:00,Sergei Shoigu     Shoigu SergeiDefence Minister  also reported to the Commander-in-Chief that the Defence Ministry will promptly implement the required measures to provide Syria with equipment and supplies for the removal of Syrian chemical weapons and their further destruction.,syria,[]
855,2014-01-16 14:00:00,"Our joint tasks in 2014 will be to strengthen and develop the initial achievements made in resolving a number of key international issues, those of Syria and Iran first and foremost.",syria,[]
855,2014-01-16 14:00:00,We should actively support efforts of the international community to prepare the conference on Syria.,syria,[]
855,2014-01-16 14:00:00,"We are conducting a fruitful dialogue with President Hassan Rouhani and Iranian Government on issues of bilateral cooperation as well as on the situation in Syria, Afghanistan and the Iranian nuclear programme.",syria,[]
857,2014-01-16 17:25:00,Your success in preventing war in Syria was very important and it has led to the destruction of chemical weapons.,syria,[]
859,2014-01-19 12:00:00,"I am referring here to our efforts to stop the proliferation of weapons of mass destruction, to combat terrorism, our joint work on the situations around Syria and Iran.",syria,[]
865,2014-01-23 16:30:00,"We are happy to observe the economic and political success of the Russian Federation these days, the political influence your country enjoys on the international arena, above all within the contexts of the Geneva I and Geneva II developments, the destruction of Syrian chemical weapons and agreements on the Iranian nuclear program.",syria,[]
867,2014-01-28 20:20:00,"We exchanged views on some of the most topical issues on the international agenda, including Syria.",syria,[]
867,2014-01-28 20:20:00,"What’s most important is that the Geneva-2 conference has been launched; preparations for it were difficult, but I want to stress that we were able to initiate this inter-Syrian dialogue through our joint efforts.",syria,[]
883,2014-02-06 18:00:00,"Our security services are cooperating, as well as our military, including those engaged in removing chemical weapons from Syria.",syria,[]
884,2014-02-06 20:00:00,I am the Commanding Officer of the Chinese task force acting on instructions to remove chemical weapons from Syria.,syria,[]
884,2014-02-06 20:00:00,These past few days together with our Russian colleagues from the Pyotr Veliky missile cruiser we have been escorting chemical weapon components from Syria.,syria,[]
884,2014-02-06 20:00:00,"Comrade marines, As you may know, China and Russia have done a lot to resolve the conflict in Syria, including our efforts to liquidate chemical weapons.",syria,[]
884,2014-02-06 20:00:00,"Since the end of last year, we have been together implementing the task of escorting the ships removing chemical weapons from Syria.",syria,[]
884,2014-02-06 20:00:00,"I would like to wish you good luck in your future actions to escort the chemical weapons from Syria and to safeguard the security of this procedure, which would make a significant contribution to the political settlement of the Syrian crisis.",syria,[]
888,2014-02-07 18:00:00,I am particularly happy to be able to remind you that in Syria a three-day ceasefire of hostilities was declared today and humanitarian corridors have been opened in order to evacuate the wounded and give civilians – women and children – the chance to leave the war zone.,syria,[]
896,2014-02-13 14:15:00,"Look, for instance, at what is going on in Libya, Syria and in our country.",syria,[]
904,2014-02-20 18:50:00,"It is mainly due to this approach that Russia has managed to stop a number of tragic developments, such as the events around the Republic of Syria.",syria,[]
946,2014-04-07 14:00:00,"We are very concerned by the fact that some Russian and CIS citizens have been recruited by terrorists and radicals and are taking part in armed conflict in Afghanistan, Syria and other parts of the world, and are essentially getting terrorist training and undergoing ideological brainwashing there.",syria,[]
948,2014-04-09 13:00:00,"Two of the major subjects that we’ll talk about are obviously where we are in the peace process and again the issue of Syria, where I believe that both of us are looking for a peaceful and political resolution that solves the crisis in front of the Syrian people.",syria,[]
961,2014-04-17 15:55:00,"We may, for example, differ in terms of our views on Syria, but we practically have identical positions on the development of the situation in Egypt.",syria,[]
976,2014-04-30 15:15:00,"I am referring to all the different aspects of this rather complex process – the Israeli-Palestinian peace process, the situation in Egypt (I would be interested to know your government’s views) and the situation in Syria and in Iran.",syria,[]
1007,2014-05-21 09:30:00,The Syrian conflict and the Middle East peace process continue to play a destabilising role.,syria,[]
1013,2014-05-23 16:45:00,Syria is another pressing and unresolved issue.,syria,[]
1040,2014-06-04 22:20:00,"Mr President, Syrian leader Bashar Assad has been re-elected president without much effort.",syria,[]
1040,2014-06-04 22:20:00,"All sides are guilty of atrocities there, but primarily the extremist organisations that are thriving in Syria.",syria,[]
1040,2014-06-04 22:20:00,"But we are mostly worried that the wrong action could turn Syria into another Afghanistan, a completely uncontrollable spawning ground for the terrorist threat, including for European countries.",syria,[]
1040,2014-06-04 22:20:00,We very much fear that Syria will fall apart like Sudan.,syria,[]
1040,2014-06-04 22:20:00,We very much fear that Syria will follow in the footsteps of Iraq or Afghanistan.,syria,[]
1040,2014-06-04 22:20:00,"This is why we would like the legal authority to remain in power in Syria, so that Russia can cooperate with Syria and with ours partners in Europe and the United States to consider possible methods to change Syrian society, to modernise the regime and make it more viable and humane.",syria,[]
1043,2014-06-06 21:00:00,"We spoke in more detail about our bilateral contacts and international problems, including the Iranian problem, Syria, and several other issues of mutual interest.",syria,[]
1067,2014-06-27 13:45:00,"Russia is consistent in supporting greater openness in global affairs and resolving problems through political and diplomatic means, be it the situation in Syria, the Iranian nuclear programme, the situation on the Korean Peninsula, Afghanistan, the Middle East, or the current tragic developments in Ukraine.",syria,['programme']
1067,2014-06-27 13:45:00,"The priorities for our cooperation include energy, investment, ensuring security in the Persian Gulf, and seeking peaceful settlements to the conflict in Syria and other hotbeds of tension in the region.",syria,[]
1070,2014-07-01 15:45:00,"All of us in Europe need a sort of safety net to make sure that Iraqi, Libyan or Syrian – and unfortunately, I have to say also Ukrainian – precedents do not become contagious.",syria,[]
1094,2014-07-15 01:00:00,"Those include Syria and Iraq, where the positions of extremist and terrorist groups are gaining strength.",syria,[]
1094,2014-07-15 01:00:00,and China's principled position on Syria in the Security Council the events in that country would have followed the Libyan and Iraqi scenario.,syria,[]
1097,2014-07-15 22:45:00,"It is thanks to Russia and China’s firm stance in the UN Security Council, with support from other BRICS participants, that we were able to rally most international dialogue participants – including the European Union and the United States – and prevent a foreign invasion in Syria, achieving the elimination of Syrian chemical weapons.",syria,[]
1106,2014-07-18 16:30:00,"We see everything that you are doing in the Middle East, how you care about peace in Palestine, Syria, Lebanon, Iraq, and everywhere else.",syria,[]
1130,2014-08-12 17:45:00,"We only touched upon certain international issues, such as the Gaza Strip, settlement of the Palestinian-Israeli conflict and the situation in Syria and Iraq, but we will deal with these later on in our talks.",syria,[]
1197,2014-10-02 17:10:00,"This primarily applies to the Israel-Palestinian peace process, and Russia plays a very important role – possibly the most important one for the future of Syria.",syria,[]
1227,2014-10-24 19:00:00,"In Syria, as in the past, the United States and its allies started directly financing and arming rebels and allowing them to fill their ranks with mercenaries from various countries.",syria,[]
1227,2014-10-24 19:00:00,"We insisted on having the groups fighting the central Syrian government, above all the Islamic State, included on the lists of terrorist organisations.",syria,[]
1227,2014-10-24 19:00:00,"Let me remind you about solving the problem of chemical weapons in Syria, and the substantive dialogue on the Iranian nuclear programme, as well as our work on North Korean issues, which also has some positive results.",syria,[]
1227,2014-10-24 19:00:00,But who helped to arm the people who were fighting Assad in Syria?,syria,[]
1227,2014-10-24 19:00:00,"Then they hear that they can get more money elsewhere, and so they go there, and then they capture oil fields in Iraq and Syria say, start producing oil, and others buy this oil, transport it and sell it.",syria,[]
1227,2014-10-24 19:00:00,"We heard that we need to support the civilised democratic opposition in Syria, and so they got support, got arms.",syria,[]
1235,2014-10-31 14:10:00,"Russian rescue workers have taken part in a number of important international missions and have risked their lives getting humanitarian aid into Iraq, Syria and Ukraine.",syria,[]
1263,2014-11-17 02:00:00,"We have heard many times that Russia has a key to the solution of the Syrian problem, that we have some special opportunities to solve some other problem or the Ukrainian crisis.",syria,[]
1270,2014-11-24 08:00:00,"and we agreed on Syria, the Iranian nuclear programme, the Middle East settlement, and rolled back some of the defence policy programmes.",syria,['programme']
1279,2014-11-28 12:00:00,The situation in Syria remains source of serious concern.,syria,[]
1279,2014-11-28 12:00:00,"We consider the fight against terrorists and extremists in the Middle East and North Africa, including naturally Syria, a region struck by upheavals, a priority task for the international community.",syria,['region']
1279,2014-11-28 12:00:00,"We, for our part, will further support governments of Syria, Iraq and other regional states in countering extremists.",syria,[]
1279,2014-11-28 12:00:00,"From the very onset of the Syrian crisis Russian has consistently exerted efforts towards its peaceful political settlement by the Syrians themselves based on the Geneva Communiqué of June 30, 2012, meaning through internal dialogue without any preconditions or dictates from the outside.",syria,[]
1279,2014-11-28 12:00:00,"We believe that the rise of terrorist groups in Syria and in the Middle East in general require consolidation of all robust forces of Syrian society – consolidation for the future of Syria as a sovereign, united, secular and democratic state where equal rights for all ethnic and confessional groups are guaranteed and everyone can enjoy peace and security.",syria,[]
1279,2014-11-28 12:00:00,We will continue to do everything necessary to help the Syrian people to overcome the tragic events and find peace and harmony as soon as practicably possible.,syria,[]
1279,2014-11-28 12:00:00,"This is the purpose of our contacts with the Syrian government, various opposition groups, our international and regional partners, including, of course, our Turkish colleagues.",syria,[]
1283,2014-12-01 20:55:00,We agree that the situation in Syria cannot be considered normal.,syria,[]
1283,2014-12-01 20:55:00,The question is how to create conditions wherein all people living in Syria will have equal access to running the country and will cooperate.,syria,[]
1283,2014-12-01 20:55:00,"Here, of course, we need to find an absolutely acceptable solution, first and foremost, acceptable for the Syrian people themselves, and all the nation’s political forces.",syria,[]
1283,2014-12-01 20:55:00,I have already outlined our approach to the situation in Syria.,syria,[]
1283,2014-12-01 20:55:00,I want to redirect your question on whether we insist that Mr Assad stays in power to the Syrian people.,syria,[]
1283,2014-12-01 20:55:00,"After all, they had elections; people can have different opinions about them, but they showed that Acting President Bashar Assad has fairly significant support among the Syrian people.",syria,[]
1283,2014-12-01 20:55:00,"And we talk with the Syrian foreign minister and other Syrian officials about the need to find ways of cooperation that are acceptable to all participants in the political process and all political forces in the nation, ways to stop the bloodshed and civil strife and to join efforts to develop their own nation.",syria,[]
1283,2014-12-01 20:55:00,"Furthermore, I must say that there are certain technical complications related to the fact that our contacts with the Syrian leadership are limited, for obvious reasons, and we cannot directly affect all these processes, but we will try to do so.",syria,[]
1289,2014-12-06 18:35:00,"No, we also discussed bilateral relations, settlement in Syria, Iran's nuclear programme.",syria,['programme']
1303,2014-12-11 13:20:00,"We support joint efforts to achieve settlement in Syria and Iraq, to stabilise the situation in Afghanistan and to create a new security and cooperation structure in Asia.",syria,[]
1318,2014-12-23 12:30:00,"On our joint initiative, the UN and the OSCE have passed a number of documents dealing with the situation in Syria, the creation of a nuclear-free zone in Central Asia and countering attempts to falsify history.",syria,['creation']
1358,2015-02-09 01:00:00,The approaches of Russia and Egypt to the situation in Syria are similar.,syria,[]
1358,2015-02-09 01:00:00,"Our States advocate the unity and sovereignty of Syria, consistently stress that there is no alternative to political and diplomatic settlement.",syria,[]
1358,2015-02-09 01:00:00,We have a similar vision of the initial measures to be taken to settle the Syrian crisis.,syria,[]
1358,2015-02-09 01:00:00,"They include, first of all, launching an inter-Syrian dialogue without any preconditions and foreign interference on the basis of the principles outlined in the Geneva Communiqué of June 30, 2012.",syria,[]
1358,2015-02-09 01:00:00,Cairo is hosting meetings of the Syrian opposition aimed at creating a common platform which could be used at the negotiations with the Syrian government.,syria,[]
1358,2015-02-09 01:00:00,"A consultative meeting of the representatives of various Syrian opposition groups, civil society and the delegation of official Damascus recently took place in Moscow.",syria,[]
1358,2015-02-09 01:00:00,"Evidently, Russian efforts and the activities of the Egyptian partners complement each other and are aimed at overcoming the standstill in the political settlement of the Syrian crisis.",syria,[]
1358,2015-02-09 01:00:00,We also should help to launch a dialogue between the Syrian government and its political opponents so that they could find mutually beneficial compromises and solutions themselves without any foreign pressure.,syria,[]
1358,2015-02-09 01:00:00,"In essence, the terrorists are trying to gain control over a huge part of Iraq and Syria with a population of nearly 10 million.",syria,[]
1358,2015-02-09 01:00:00,"Today’s developments in Syria and Iraq stem, among other things, from a heavy-handed and irresponsible interference from the outside into the affairs of the region and unilateral use of force, ‘double standards’, and differentiating between ‘good’ and ‘bad’ terrorists.",syria,[]
1358,2015-02-09 01:00:00,"Unlike Iraq, where the fight against terrorism is conducted in cooperation with the officials in Baghdad, in Syria the coalition refuses to work together with the legitimate authorities.",syria,[]
1360,2015-02-10 16:15:00,We gave significant attention to ways of resolving the situation in Syria and discussed the situation in the Middle East.,syria,[]
1360,2015-02-10 16:15:00,I briefed the President on the results of the Moscow meeting between representatives of Syrian opposition and the Assad government.,syria,[]
1360,2015-02-10 16:15:00,"We expect to see the next round of these talks that would eventually lead, as we hope, to a peaceful settlement of the conflict in Syria.",syria,[]
1409,2015-03-26 14:25:00,"You are also aware of the fact that citizens of Russia and other CIS states are being trained at the so-called hot-spots, including within groups of the Islamic State on the territory of Syria and other countries.",syria,[]
1429,2015-04-13 15:20:00,"I am referring above all to Israeli-Palestinian relations, but I would also like to discuss with you the situation in Syria and Iraq and also the latest developments in Yemen.",syria,[]
1430,2015-04-13 19:35:00,"We are all concerned about the crisis in North Africa, in Yemen, in Syria and in Libya.",syria,[]
1432,2015-04-16 15:55:00,"The Islamic State was born and is expanding on the territory of Iraq, and also partly in Syria.",syria,[]
1447,2015-04-24 16:45:00,"We have several other issues that we could discuss, given that both Russia and France have an important part to play in a number of complicated international issues such as Syria, Iran, Iraq and Libya.",syria,[]
1462,2015-05-08 14:10:00,"These include the Syrian crisis, the Iranian nuclear programme, achieving non-nuclear status on the Korean Peninsula, and strengthening stability and security in the Asia-Pacific region.",syria,[]
1510,2015-06-10 15:40:00,"We touched on the situation in Syria and Iraq too, where terrorist groups, including the Islamic State, are creating havoc.",syria,[]
1517,2015-06-16 20:50:00,"The major powers continue their dialogue and continue working together on issues such as the situation in Iraq and Syria, for example, and the problem of how to deal with the Islamic State, and that is very good and important.",syria,[]
1526,2015-06-19 16:45:00,"We are talking about economic policy, foreign policy, Ukraine, the Baltic states, Europe, Syria, Iran, China, and Russia.",syria,[]
1526,2015-06-19 16:45:00,Let me repeat that our position on this issue is based on the fear that Syria could descend into the same kind of situation as what we see in Libya or in Iraq.,syria,[]
1526,2015-06-19 16:45:00,"The main issue, as we see it, is that we do not want to see Syria take this same road.",syria,[]
1526,2015-06-19 16:45:00,We do not want all of this to repeat itself in Syria.,syria,[]
1526,2015-06-19 16:45:00,"We are ready to work with the [Syrian] President to ensure that the political transformation process can go ahead so that all people in Syria feel that they have access to the instruments of power, and in order to put an end to this armed confrontation.",syria,[]
1526,2015-06-19 16:45:00,Only the Syrian people can do this.,syria,[]
1538,2015-06-29 13:10:00,"We know the difficult situation in Syria and how it is developing, particularly as concerns the attacks by international terrorism.",syria,[]
1538,2015-06-29 13:10:00,"But we are confident that the Syrian people will ultimately be victorious and we remain committed to our policy of supporting Syria, its government and its people.",syria,[]
1538,2015-06-29 13:10:00,"In this context, we call on all of our friends, including our friends in Syria, to do everything possible to establish constructive dialogue between all countries that want to fight terrorism and, of course, continue developing constructive relations with everyone who is already giving Syria their support today.",syria,[]
1538,2015-06-29 13:10:00,Please pass on my best wishes to President of Syria Bashar al-Assad     al-Assad BasharPresident of Syria .,syria,[]
1538,2015-06-29 13:10:00,Syrian Foreign Minister Walid al-Moualem (retranslated):,syria,[]
1538,2015-06-29 13:10:00,"As you know, the main problem in Syria is that the countries that you mentioned are supporting terrorists operating in our country.",syria,[]
1538,2015-06-29 13:10:00,"We count on your support and we are sure that the Syrian people, like the Soviet people, will stand firm against terrorism.",syria,[]
1538,2015-06-29 13:10:00,"But if the Syrian government deems it expedient and possible, we will do everything we can to support you and will use our good relations with the countries in the region to at least make an attempt to build this coalition.",syria,[]
1603,2015-08-26 16:30:00,"We stressed the need for a broad counterterrorism front in which the key international players and the region’s countries, including Syria, would take part.",syria,[]
1603,2015-08-26 16:30:00,"In particular, we reaffirmed the need for a political solution to the Syrian crisis, in accordance with the provisions set out in the Geneva communique.",syria,[]
1607,2015-09-01 14:00:00,The Russia-China connection played an important part in resolving such acute issues as the withdrawal of chemical weapons from Syria and an agreement on Iran’s nuclear programme.,syria,[]
1618,2015-09-04 06:50:00,We know that there are different positions on the developments in Syria.,syria,[]
1618,2015-09-04 06:50:00,"Incidentally, people are not fleeing from the Bashar Assad regime – they are fleeing from the Islamic State, which has occupied vast territories in Syria and Iraq and is committing atrocities there.",syria,[]
1618,2015-09-04 06:50:00,We are also working with our partners in Syria.,syria,[]
1618,2015-09-04 06:50:00,There is an overall understanding that such joint efforts to combat terrorism should go side by side with certain political processes inside Syria.,syria,[]
1618,2015-09-04 06:50:00,"The Syrian President agrees with this too, including, say, holding early parliamentary elections and establishing ties with the so-called ‘healthy opposition’ and involving them in running the country.",syria,[]
1618,2015-09-04 06:50:00,This is primarily a matter of Syria’s internal development.,syria,[]
1618,2015-09-04 06:50:00,"We are not imposing anything, but we are ready to assist in an internal Syrian dialogue.",syria,[]
1618,2015-09-04 06:50:00,"However, we are providing Syria with significant support anyway, both in equipment and armaments and in personnel training.",syria,[]
1618,2015-09-04 06:50:00,"We signed major contracts with Syria some 5–7 years ago, and we are complying with them in full.",syria,[]
1618,2015-09-04 06:50:00,"However, we will continue our consultations both with our friends in Syria and with the countries in the region.",syria,[]
1627,2015-09-15 12:30:00,The scope of the organisation’s work has reached far beyond the borders of Iraq and Syria.,syria,[]
1627,2015-09-15 12:30:00,"I mentioned the situation in Syria and Iraq; they are the same as the situation in Afghanistan, in that they worry all of us.",syria,[]
1627,2015-09-15 12:30:00,"Please allow me to say a few words on the situation in this region, the situation around Syria.",syria,[]
1627,2015-09-15 12:30:00,The so-called Islamic State controls significant stretches of territory in Iraq and Syria.,syria,[]
1627,2015-09-15 12:30:00,"It must unite everyone who is prepared to make, or is already making, an input into fighting terrorism, just as Iraq and Syria’s armed forces are doing today.",syria,[]
1627,2015-09-15 12:30:00,We support the Syrian government – I want to say this – in countering terrorist aggression.,syria,[]
1627,2015-09-15 12:30:00,"Clearly, without active participation by the Syrian authorities and military, without participation by the Syrian army, as the soldiers fighting with the Islamic State say, you cannot expel terrorists from this nation, as well as the region overall, it is impossible to protect the multi-ethnic and multi-faith people of Syria from elimination, enslavement and barbarism.",syria,[]
1627,2015-09-15 12:30:00,"Of course, it is imperative to think about the political changes in Syria.",syria,[]
1627,2015-09-15 12:30:00,"And we know that President Assad     al-Assad BasharPresident of Syria  is ready to involve the moderate segment of the opposition, the healthy opposition forces in these processes, in managing the state.",syria,[]
1627,2015-09-15 12:30:00,As if the refugee problem grew because Russia supports the legitimate government in Syria.,syria,[]
1627,2015-09-15 12:30:00,"First of all, I would like to note that the people of Syria are, first and foremost, fleeing the fighting, which is mostly due to external factors as a result of supplies of arms and other specialized equipment.",syria,[]
1627,2015-09-15 12:30:00,"And if Russia had not supported Syria, the situation in that nation would have been even worse than in Libya, and the flow of refugees would be even greater.",syria,[]
1627,2015-09-15 12:30:00,"Second, the support of the legitimate government in Syria is not in any way related to the flow of refugees from nations like Libya, which I already mentioned, Iraq, Yemen, Afghanistan, and many others.",syria,[]
1627,2015-09-15 12:30:00,"But right now, as I said, we need to focus on joining forces between the Syrian government, the Kurdish militia, the so-called moderate opposition, and nations in the region to fight the threat against Syria’s very statehood and the fight against terrorism – so that together, with our efforts combined, we can solve this problem.",syria,[]
1638,2015-09-21 14:00:00,"As you know, Iran and Syria are arming the radical Islamic terrorist group Hezbollah with modern weapons aimed against our citizens, and thousands of rockets have been launched against Israel’s people over these last years.",syria,[]
1638,2015-09-21 14:00:00,"At the same time, Iran, with the Syrian army’s help, is trying to establish a second terrorist front against us on the Golan Heights.",syria,[]
1638,2015-09-21 14:00:00,"Regarding Syria, I think we are all aware that the Syrian army today is not in a state to be up to opening a second front.",syria,[]
1638,2015-09-21 14:00:00,It has enough to do just trying to save Syria’s own statehood.,syria,[]
1640,2015-09-22 18:40:00,Both our nations are also concerned about the situation in Syria.,syria,[]
1646,2015-09-28 19:25:00,And now radical groups are joined by members of the so-called “moderate” Syrian opposition backed by the West.,syria,[]
1646,2015-09-28 19:25:00,"Having established control over parts of Syria and Iraq, Islamic State now aggressively expands into other regions.",syria,[]
1646,2015-09-28 19:25:00,"Today, we provide military-technical assistance to Iraq, Syria and other regional countries fighting terrorist groups.",syria,[]
1646,2015-09-28 19:25:00,We think it’s a big mistake to refuse to cooperate with the Syrian authorities and government forces who valiantly fight terrorists on the ground.,syria,[]
1646,2015-09-28 19:25:00,We should finally admit that President Assad’s government forces and the Kurdish militia are the only forces really fighting terrorists in Syria.,syria,[]
1646,2015-09-28 19:25:00,"Above all, I believe it is of utmost importance to help restore government institutions in Libya, support the new government of Iraq, and provide comprehensive assistance to the legitimate government of Syria.",syria,[]
1647,2015-09-28 20:25:00,"As for the more acute issues in the world, with the fight against terror currently holding a particularly important place, we very much hope that we’ll be able to find common ground with all our partners – the Arab nations, Turkey, the United States and European nations – in order to find a common platform for fighting terrorism, to overcome national differences and work on them together with all interested countries, developing the process of political change in nations in the region, including Syria.",syria,[]
1647,2015-09-28 20:25:00,"However, without strengthening the state structures in the region’s governments, including in Syria, we cannot resolve any of these challenges; and if we waste time, then the terrorists will celebrate their victory.",syria,[]
1651,2015-09-29 02:20:00,"I think that our American partners explained their position quite clearly on many issues, including settling the situation in Ukraine and Syria, as well as the Middle East overall.",syria,[]
1651,2015-09-29 02:20:00,"Regarding Syrian territory, this is illegal; this is also something we spoke about today.",syria,[]
1651,2015-09-29 02:20:00,Look what is happening: your colleague asked about airstrikes dealt at ISIS on Syrian territory by representatives of various states.,syria,[]
1651,2015-09-29 02:20:00,"A few days ago, our military have calculated that US aviation made 43 strikes at Syrian territory within 24 hours.",syria,[]
1651,2015-09-29 02:20:00,President Obama and I discussed various aspects of a settlement in Syria in general and combatting terrorist organisations on that country’s territory in particular.,syria,[]
1651,2015-09-29 02:20:00,"These are not many: on Syrian territory, this is primarily the Syrian army and Kurdish resistance units, as I said in my address.",syria,[]
1651,2015-09-29 02:20:00,We are considering what kind of additional support we could give to the Syrian army in fighting terrorism.,syria,[]
1651,2015-09-29 02:20:00,I would like to stress that we believe that these anti-terrorist efforts should be made alongside political processes within Syria.,syria,[]
1651,2015-09-29 02:20:00,"I have great respect for my colleagues – both the American President, and the French President – however, as far as I know they are not citizens of the Syrian Republic and therefore should not take part in determining the future of another state’s leadership.",syria,[]
1651,2015-09-29 02:20:00,This is the Syrians’ business.,syria,[]
1651,2015-09-29 02:20:00,"At the same time, there are things that cause certain concern, that have to do with the airstrikes at Syrian territory.",syria,[]
1652,2015-09-29 06:00:00,"Concerning our, as you put it, presence in Syria, as of today it has taken the form of weapons supplies to the Syrian government, personnel training and humanitarian aid to the Syrian people.",syria,[]
1652,2015-09-29 06:00:00,"In this particular case, we act based on the request from the Syrian government to provide military and technical assistance, which we deliver under entirely legal international contracts.",syria,[]
1652,2015-09-29 06:00:00,That is the army of Syrian President al-Assad     al-Assad BasharPresident of Syria .,syria,[]
1652,2015-09-29 06:00:00,"We provide, as I have said twice during our interview and can repeat again, we provide assistance to legitimate Syrian authorities.",syria,[]
1652,2015-09-29 06:00:00,"There is no other way to settle the Syrian conflict other than by strengthening the existing legitimate government agencies, support them in their fight against terrorism and, of course, at the same time encourage them to start a positive dialogue with the “healthy” part of the opposition and launch political transformations.",syria,[]
1652,2015-09-29 06:00:00,"I would like to advise or recommend them to forward this suggestion not to al-Assad himself, but rather to the Syrian people.",syria,[]
1652,2015-09-29 06:00:00,"It is only up to the Syrian people living in Syria to determine who, how and based on what principles should rule their country, and any external advice of such kind would be absolutely inappropriate, harmful and against international law.",syria,[]
1652,2015-09-29 06:00:00,"That is why we provide assistance to the legal government agencies precisely, but – and I would like to stress it again – we do it hoping that Syria will launch political transformations necessary for the Syrian people.",syria,[]
1652,2015-09-29 06:00:00,"Time and again, with perseverance worthy of a better cause, you are talking about the Syrian army fighting against its people.",syria,[]
1652,2015-09-29 06:00:00,But take a look at those who control 60 percent of Syrian territory.,syria,[]
1652,2015-09-29 06:00:00,"60 percent of Syria is controlled either by ISIS, Jabhat al-Nusra or other terrorist organisations, organisations that have been recognised as terrorist by the United States, as well as other countries and the UN.",syria,[]
1652,2015-09-29 06:00:00,It is them and not anyone else who have control over 60 percent of Syrian territory.,syria,[]
1652,2015-09-29 06:00:00,"As for the refugees, Syria is not their only country of origin.",syria,[]
1652,2015-09-29 06:00:00,Do the refugees come from Syria only?,syria,[]
1652,2015-09-29 06:00:00,And why do you think that the Syrian refugees flee only as a result of President al-Assad’s actions to protect his country?,syria,[]
1652,2015-09-29 06:00:00,"Point number two is that we know for certain that today there are at least 2,000 and may be even more than 2,000 militants in Syria who are from Russia or other former Soviet republics and, of course, there is the threat of their return to Russia.",syria,[]
1652,2015-09-29 06:00:00,"So, I want you, your audience to finally realise that no one except for al-Assad's army is fighting against ISIS or other terrorist organisations in Syria, no one else is fighting them on Syrian territory.",syria,[]
1652,2015-09-29 06:00:00,"In Syria, there is no other force except for al-Assad's army.",syria,[]
1652,2015-09-29 06:00:00,"Russia will not take part in any field operations on the territory of Syria or in other states; at least, we do not plan it for now.",syria,[]
1652,2015-09-29 06:00:00,"It is anti-Syrian propaganda, there is nothing in common between al-Assad and ISIS, they fight against each other.",syria,[]
1652,2015-09-29 06:00:00,"We think that the issues of political nature should be solved in any country, including in Syria, primarily by its people – in this case by the Syrian people themselves.",syria,[]
1652,2015-09-29 06:00:00,But we are ready to provide assistance both to the Syrian authorities and the healthy opposition for them to find some points of contact and agree on the political future of their country.,syria,[]
1652,2015-09-29 06:00:00,"We are not stepping into the vacuum of American leadership, we are trying to prevent the creation of a power vacuum in Syria in general because as soon as the government agencies in a state, in a country are destroyed, a power vacuum sets in, and that vacuum is quickly filled with terrorists.",syria,[]
1652,2015-09-29 06:00:00,"There are more than 2,000 militants in Syria from the former Soviet Union.",syria,[]
