source_doc_id,date,sentence,found_term
1070,2014-07-01 15:45:00,"Even within Ukrainian society there is a discussion of whether it is good or bad, but nobody definitely ever discussed it with the east.",ukrainian
1070,2014-07-01 15:45:00,"Of course, everything that is going on in Ukraine is the internal affair of the Ukrainian state.",ukraine
1070,2014-07-01 15:45:00,I reminded the Ukrainian President of this yesterday yet again.,ukrainian
1070,2014-07-01 15:45:00,We strongly hope that the Ukrainian authorities act on their promises to carefully investigate the crimes.,ukrainian
1070,2014-07-01 15:45:00,The events in Ukraine prove this.,ukraine
1070,2014-07-01 15:45:00,"If we return to Ukraine, the violation by Ukraine of its commitments regarding the purchase of our natural gas has become a common problem.",ukraine
1070,2014-07-01 15:45:00,"Now, as you may know, the court in Kiev has lifted all accusations against Ukraine’s former Prime Minister Tymoshenko, who signed the contract.",ukraine
1070,2014-07-01 15:45:00,"Thus, the Kiev court authorities admit that they have done everything right not only by international law, but by Ukrainian law as well.",ukrainian
1070,2014-07-01 15:45:00,"As of June 16, as you may know, we have transferred Ukraine to a pre-payment system, so they will get exactly the amount of gas they pay for.",ukraine
1070,2014-07-01 15:45:00,The main thing is that honest gas consumers and suppliers should not suffer from the actions of Ukrainian politicians and bureaucrats.,ukrainian
1070,2014-07-01 15:45:00,"Generally, all of us – Ukraine, our European partners, and we – should seriously consider how to reduce the probability of any type of political or economic risks or force majeure situations on the continent.",ukraine
1070,2014-07-01 15:45:00,"All of us in Europe need a sort of safety net to make sure that Iraqi, Libyan or Syrian – and unfortunately, I have to say also Ukrainian – precedents do not become contagious.",ukrainian
1070,2014-07-01 15:45:00,"The Foreign Ministry’s staff in Moscow and the Russian embassies abroad worked effectively and in coordinated fashion during the serious situation with Crimea and Ukraine, and I want to thank you for this.",ukraine
1084,2014-07-10 17:00:00,"Only not in Ukraine – there is hardly anything we can do there, but for those who have come from Ukraine.",ukraine
1094,2014-07-15 01:00:00,Serious attention should be given to the crisis in Ukraine and the international community’s measures to stop the bloodshed in the southeast of the country.,ukraine
1102,2014-07-17 03:30:00,"They touched Ukraine, and there are problems there as well.",ukraine
1102,2014-07-17 03:30:00,"There are grave consequences when they are regarded with disdain: disintegration and internal conflicts, as we are currently observing in Ukraine.",ukraine
1102,2014-07-17 03:30:00,Here is what should be done jointly: calling on all sides in the conflict in Ukraine to immediately cease hostilities and start talks.,ukraine
1102,2014-07-17 03:30:00,"But unfortunately, we are not seeing this on the part of our partners, first and foremost our American partners who, on the contrary, it seems to me, are pushing Ukraine’s current authorities toward continuing a fratricidal war and continuing retributive operations.",ukraine
1102,2014-07-17 03:30:00,I would like to begin by saying that Russia is strongly interested in the quickest possible termination of the conflict in Ukraine for a number of reasons.,ukraine
1102,2014-07-17 03:30:00,"I do not know if there is any other country, apart from Russia and Ukraine itself, that would be so interested in stopping the bloodshed and resolving the situation in a neighbouring state.",ukraine
1102,2014-07-17 03:30:00,"In view of the above, we are interested in economic aid to Ukraine, including aid provided by the IMF.",ukraine
1102,2014-07-17 03:30:00,"I believe that is the right approach, and I think it should also be applied to Ukraine.",ukraine
1102,2014-07-17 03:30:00,"This, I believe, is exactly what is happening in Ukraine with the first tranche.",ukraine
1102,2014-07-17 03:30:00,From what I know most of this funding was transferred to banks privately owned by Ukrainian oligarchs.,ukrainian
1102,2014-07-17 03:30:00,"Where is this money now, what happened to it, whose pockets did it end up in – this is something the IMF and the general public in Ukraine and in the countries supporting it should find out.",ukraine
1102,2014-07-17 03:30:00,"Apart from everything else, part of the first tranche of the funding was meant to be used to pay for Ukraine’s commitments under foreign trade contracts.",ukraine
1102,2014-07-17 03:30:00,"What is happening to IMF funding is the same thing that happened to the Russian loans, to the billions of dollars Ukraine received from Russia late last year: there is no debt repayment, no current payments.",ukraine
1102,2014-07-17 03:30:00,"If everything I spoke of is implemented, then of course we are in favour of supporting Ukraine, however not the Ukrainian oligarchs and thieves, but the Ukrainian people.",ukraine
1103,2014-07-18 00:40:00,"Colleagues, You know that a terrible tragedy occurred over Ukraine today: a passenger plane went down.",ukraine
1103,2014-07-18 00:40:00,"In this regard, I would like to note that this tragedy would not have occurred if there were peace in that country, or in any case, if hostilities had not resumed in southeast Ukraine.",ukraine
1103,2014-07-18 00:40:00,"We will do everything – everything that we can, at least – to ensure that an objective understanding of what happened becomes available to the Russian public, to the public in Ukraine and throughout the world.",ukraine
1106,2014-07-18 16:30:00,"We are also watching what is happening in Ukraine, in eastern Ukraine, with alarm and sorrow.",ukraine
1106,2014-07-18 16:30:00,"We also believe peace must triumph as quickly as possible in Ukraine; direct contacts between all conflicting sides should be established as rapidly as possible, and all sides in the conflict should immediately cease hostilities and move on to peace talks.",ukraine
1106,2014-07-18 16:30:00,You know that we are in contact with President of Ukraine Petro Poroshenko.,ukraine
1106,2014-07-18 16:30:00,"I hope that he will be able to stir Ukraine in such a direction as to offer all the people – all people, regardless of where they live – a way of ensuring their lawful rights and interests that would lead to a final, full and long-term peace on this earth.",ukraine
1107,2014-07-21 01:40:00,"In response to the terrible tragedy that took place over Donetsk, I want to reiterate Russia’s position with regard to the current situation in Ukraine.",ukraine
1107,2014-07-21 01:40:00,"I believe that if military operations had not resumed in eastern Ukraine on June 28, this tragedy probably could have been avoided.",ukraine
1107,2014-07-21 01:40:00,"Representatives from the Donbass region, Donetsk, Ukraine’s Emergency Situations Ministry, and Malaysian experts are already working at the site, but this is not enough.",ukraine
1107,2014-07-21 01:40:00,"For its part, Russia will do everything within its power to move the conflict in eastern Ukraine from the military phase we see today to the negotiating phase, with the parties using peaceful and diplomatic means alone.",ukraine
1110,2014-07-22 15:40:00,"Frequently the forces used here are radical, nationalist, often even neo-fascist, fundamental forces, as was the case, unfortunately, in many post-Soviet states, and as is the case with Ukraine now.",ukraine
1110,2014-07-22 15:40:00,"Yesterday when the militia forces were handing over the so-called black boxes, the armed forces of Ukraine launched a tank attack at the city of Donetsk.",ukraine
1114,2014-07-29 16:20:00,"It’s clear that the situation there is complex and the level of tension and antagonism is very high, but naturally, this is a very important humanitarian issue, and I would like to ask you to use your knowhow as a human rights activist to get an answer from your Ukrainian colleagues in an entirely non-confrontational, friendly manner, and to think through, together, how to arrange things to help those children.",ukrainian
1114,2014-07-29 16:20:00,"After all, we are helping the wounded soldiers of the Ukrainian army, we are accepting them in our territory and treating them, sending them back – and overall, doing this with consent from the Ukrainian authorities.",ukrainian
1114,2014-07-29 16:20:00,"But you may have different opinions, different approaches, much softer and more humane, so to speak, and I very much count on you to succeed in reaching an agreement with your colleagues: Ukrainian human rights activists and the official authorities.",ukrainian
1131,2014-08-14 16:15:00,"It is important to fully rehabilitate the repressed peoples and, what I feel is extremely important, to ensure real equality for three languages: Russian, Ukrainian, and Crimean Tatar.",ukrainian
1131,2014-08-14 16:15:00,"Colleagues, unfortunately, today we see how fraught the national and civil divide, radicalism and intolerance is in Ukraine.",ukraine
1131,2014-08-14 16:15:00,"We are carefully monitoring what is happening there, putting these questions before Ukraine’s leadership and the international community, as well as key international organisations, and we will do everything we can in order for this conflict to end as quickly as possible, so that the bloodshed in Ukraine comes to an end.",ukraine
1131,2014-08-14 16:15:00,"After western states – the USA, Europe, Australia, Canada, Norway – introduced limitations, including financial limitations on the activity of Rosselkhozbank – now, what does this bank have to do, say, with our disagreements over Ukraine?",ukraine
1133,2014-08-15 17:00:00,"The disaster that is taking place in Ukraine affects all of us and concerns all of us, and its impact goes far beyond just local consequences.",ukraine
1133,2014-08-15 17:00:00,"It is therefore good to have this chance to discuss the possibilities we have for finding a way of settling the situation in Ukraine, stopping this negative spiral of events and helping to stabilise the situation, because this really is something that affects us all.",ukraine
1134,2014-08-15 17:15:00,Of course we discussed in detail developments in the serious internal political crisis in Ukraine.,ukraine
1134,2014-08-15 17:15:00,We are both seriously concerned about the large-scale military operations in Ukraine’s southeast regions and the genuine humanitarian disaster that is unfolding there.,ukraine
1134,2014-08-15 17:15:00,"These sanctions were imposed because of the Ukrainian crisis, and so we discussed this crisis at length and in detail today.",ukrainian
1134,2014-08-15 17:15:00,This crisis concerns not just Ukraine itself but has a wider impact and has an effect on many different issues.,ukraine
1134,2014-08-15 17:15:00,"Today, we heard the news that the Russian Federation’s humanitarian mission is going ahead and that an understanding has been reached between Ukraine, Russia, and the Red Cross on delivering this humanitarian aid.",ukraine
1134,2014-08-15 17:15:00,"But for the guns to fall silent there must be mutual trust, and here we need the Russian Federation to take some steps too, for example, ensuring that no weapons cross the Russian-Ukrainian state border.",ukrainian
1138,2014-08-26 16:30:00,"The format we are using here – the Customs Union   Background information Customs Union between Russia, Belarus, and Kazakhstan   -Ukraine-EU – gives us a good opportunity to discuss issues pertaining to the impact of signing by Ukraine of the EU Association Agreement within the context of its cooperation with the Customs Union states.",ukraine
1138,2014-08-26 16:30:00,"As you may know, Ukraine is deeply integrated into the CIS   Background information Commonwealth of Independent States (CIS)    economic space.",ukraine
1138,2014-08-26 16:30:00,Russian capital represents about 32 percent of the Ukrainian banking system.,ukrainian
1138,2014-08-26 16:30:00,The Customs Union states are Ukraine’s key foreign trade partners.,ukraine
1138,2014-08-26 16:30:00,The Customs Union accounts for 30 percent of Ukraine’s exports.,ukraine
1138,2014-08-26 16:30:00,I would like to stress here that Ukraine took a very active stance in this respect.,ukraine
1138,2014-08-26 16:30:00,"However, the question arises of whether this would be possible if the Ukraine’s association agreement with the EU really starts to work.",ukraine
1138,2014-08-26 16:30:00,"Russia has stated on numerous occasions that full acceptance by our Ukrainian friends of all the tariff liberalisation requirements and the adoption of the European Union technical, sanitary and veterinary norms will have a negative impact on the scope and dynamics of trade and investment cooperation in Eurasia.",ukrainian
1138,2014-08-26 16:30:00,"Not to mention the fact that all these norms – the EU sanitary norms and regulations that we do not apply or apply only partially, and the technical regulations will actually close the Ukrainian market for our goods, for goods from the Customs Union and Russia.",ukrainian
1138,2014-08-26 16:30:00,The rejection of common CIS technical norms and adaptation to EU standards will cost Ukraine billions of euros.,ukraine
1138,2014-08-26 16:30:00,"As soon as Ukraine introduces zero import duty on goods from the EU, a step envisaged right after the ratification of the agreement that would apply to 98 percent of all the goods, there will obviously be a sharp increase in the supply of European goods to the Ukrainian market.",ukraine
1138,2014-08-26 16:30:00,"We understand our European partners; they have already developed the Ukrainian market rather well, and would like to get hold of whatever is left and squeeze out everyone else.",ukrainian
1138,2014-08-26 16:30:00,"Besides, less competitive Ukrainian produce will also be squeezed out from its own market.",ukrainian
1138,2014-08-26 16:30:00,"We should not rule out the risk of illegal re-export to the Customs Union market of goods from the EU under the guise of Ukrainian produce, either.",ukrainian
1138,2014-08-26 16:30:00,"However, let us bear in mind that China and Canada are far away, while economic relations between Russia and Ukraine are a completely different story.",ukraine
1138,2014-08-26 16:30:00,"In full compliance with the provisions of the CIS agreement on the free trade zone and with WTO norms, I would like to stress this, we would be forced to cancel preferences for imports from Ukraine.",ukraine
1138,2014-08-26 16:30:00,We will simply be forced to introduce a regular trade regime for Ukraine.,ukraine
1138,2014-08-26 16:30:00,We will of course take a very careful look at the application by our Ukrainian friends of the phyto-sanitary norms envisaged by the EU Association Agreement and we will mirror them.,ukrainian
1138,2014-08-26 16:30:00,"We will introduce the exact same norms for Ukraine; and as regards the industry, one of the major components here, as I have said, is establishing the origin of the goods.",ukraine
1138,2014-08-26 16:30:00,"We have a strong suspicion, as I have already said, and there is a great threat that European goods will be brought in through Ukraine.",ukraine
1138,2014-08-26 16:30:00,With Ukraine this would increase manifold.,ukraine
1138,2014-08-26 16:30:00,"We at least have an agreement, which we do not have with Ukraine.",ukraine
1138,2014-08-26 16:30:00,"We are ready to have an exchange on the critical situation that has developed in Ukraine, which, I am certain, cannot be resolved through further escalation of force without due consideration of the vital interests of the country’s southeast regions and without a peaceful dialogue with these regions’ representatives.",ukraine
1139,2014-08-27 01:45:00,"We talked about the whole range of issues in Russian-Ukrainian relations, first and foremost, economic cooperation, taking into account that in the expanded meeting, we also talked primarily about this, as well as the situation that has unfolded in Ukraine.",ukraine
1139,2014-08-27 01:45:00,"We discussed the need to end bloodshed as quickly as possible, the need to transition to a political settlement of the problems, the whole range of problems, that Ukraine is facing in its southeast region.",ukraine
1139,2014-08-27 01:45:00,"We agreed that we will intensify efforts in the trilateral working group of Russia, Ukraine and EU representatives and will try to draft proposals by September 12, if we can, regarding the concerns expressed by Russia and the Customs Union that I talked about.",ukraine
1139,2014-08-27 01:45:00,We once again pointed out to our partners – both European and Ukrainian partners – that implementation of the association agreement between Ukraine and the EU carries significant risks for the Russian economy.,ukraine
1139,2014-08-27 01:45:00,"Let me remind you that this concerns nullifying Ukraine’s customs tariffs, technical regulations, and phytosanitary standards.",ukraine
1139,2014-08-27 01:45:00,"But, as you recall, the most classic example is the introduction of EU technical regulations in Ukraine.",ukraine
1139,2014-08-27 01:45:00,"In that case, we would not be able to supply our goods to Ukraine at all.",ukraine
1139,2014-08-27 01:45:00,"If that happens, we cannot accept Ukrainian agricultural production goods in our territory, because we have different approaches to phytosanitary standards.",ukrainian
1139,2014-08-27 01:45:00,All of us are sovereign states and we will respect any choice by our European and Ukrainian partners.,ukrainian
1139,2014-08-27 01:45:00,"But you know that Ukrainian service members have ended up on our side as well, and not just 5–10 of them, but dozens; last time, it turned out to be 450 people.",ukrainian
1139,2014-08-27 01:45:00,"But the first thing I heard is that they were patrolling the border, they may have ended up on the Ukrainian side.",ukrainian
1139,2014-08-27 01:45:00,"After all, Ukrainian service members entered our territory with armoured equipment, and we didn’t have any problems.",ukrainian
1139,2014-08-27 01:45:00,"I hope that in this case, there also will not be any problems with the Ukrainian side.",ukrainian
1139,2014-08-27 01:45:00,This is not our business; it is a domestic matter of Ukraine itself.,ukraine
1139,2014-08-27 01:45:00,This is a Ukrainian affair; it is up to Donetsk and Lugansk.,ukrainian
1139,2014-08-27 01:45:00,"You see, this is very serious matter for us, for Ukraine and for our European partners.",ukraine
1139,2014-08-27 01:45:00,Ukraine’s,ukraine
1139,2014-08-27 01:45:00,This is a question that awaits a painstaking investigation by our European and Ukrainian partners.,ukrainian
1139,2014-08-27 01:45:00,"Right now, we cannot even accept any suggestions regarding preferential terms, given that Ukraine has appealed to the Arbitration Court.",ukraine
1139,2014-08-27 01:45:00,"In other words, we have many specific issues to address and both Russia and Ukraine are interested in resolving these matters, as are our European partners.",ukraine
1142,2014-08-29 01:10:00,"As a result of the militia’s actions, a large number of Ukrainian service members who did not participate in the military operation of their own volition but while following orders have been surrounded.",ukrainian
1142,2014-08-29 01:10:00,"I call on the militia groups to open a humanitarian corridor for Ukrainian service members who have been surrounded, so as to avoid any needless loss of life, giving them the opportunity to leave the combat area unimpeded and reunite with their families, to return them to their mothers, wives and children, and to quickly provide medical assistance to those who were injured in the course of the military operation.",ukrainian
1142,2014-08-29 01:10:00,"I once again call on the Ukrainian authorities to immediately stop military actions, cease fire, sit down at the negotiating table with Donbass representatives and resolve all the accumulated problems exclusively via peaceful means.",ukrainian
1143,2014-08-29 17:00:00,"I have already said that we have had cases of Ukrainian servicemen ending up on Russian territory, and in far greater number too.",ukrainian
1143,2014-08-29 17:00:00,"Mr Poroshenko and I discussed this issue, and he assured me that the Russian servicemen would be handed back to Russia, just as we have handed over Ukrainian servicemen and continue to do so.",ukrainian
1143,2014-08-29 17:00:00,"We had numerous discussions with the Ukrainian leadership, the US leadership and the European countries about the need for an immediate end to this fratricidal war and the start of negotiations.",ukrainian
1143,2014-08-29 17:00:00,What did the Ukrainian government propose three or four weeks ago after all?,ukrainian
1143,2014-08-29 17:00:00,The Ukrainian army has surrounded small towns and big cities and are firing directly at residential areas in order to destroy infrastructure and crush the will to resist and so on.,ukrainian
1143,2014-08-29 17:00:00,"I can therefore understand the militia in southeast Ukraine, in Donbass and Lugansk, for attempting to defend themselves.",ukraine
1143,2014-08-29 17:00:00,"It has become clear to me now that our partners’ position amounts to saying that yes, we do need to begin negotiations, but first we need to let the Ukrainian government shoot for a while, and then they might be able to swiftly bring some order there.",ukrainian
1143,2014-08-29 17:00:00,"But it is time to realise that this is not going to work, and we need to make the Ukrainian authorities start negotiations of real substance, negotiations of substance.",ukrainian
1143,2014-08-29 17:00:00,"Negotiations need to work out in substance what rights the people in Donbass, Lugansk and the entire southeast of Ukraine will have.",ukraine
1143,2014-08-29 17:00:00,I saw the reactions of mothers and wives of these Ukrainian servicemen who are surrounded.,ukrainian
1143,2014-08-29 17:00:00,The latest news is that the Ukrainian military commanders and the leadership have decided not to let them leave this encirclement and are making attempts to push back the militia forces and fight their way out.,ukrainian
1143,2014-08-29 17:00:00,"This is an immense tragedy, this conflict in Ukraine.",ukraine
1143,2014-08-29 17:00:00,"There are historians here, and people with their own views on our country’s history might argue with me, but I think that the Russian and Ukrainian peoples are practically one single people, no matter what others might say.",ukrainian
1143,2014-08-29 17:00:00,People living in what is Ukraine today all called themselves ‘Russian’.,ukraine
1143,2014-08-29 17:00:00,But they should not impose their views on their entire Ukrainian people.,ukrainian
1143,2014-08-29 17:00:00,My point is that I think that what is happening in Ukraine today is an immense common tragedy for us all.,ukraine
1143,2014-08-29 17:00:00,"Incidentally, for some reason, I don’t know why, our Ukrainian partners are very afraid of federalisation.",ukrainian
1143,2014-08-29 17:00:00,We must restore historic justice that was disrupted with the transfer – I want to stress this – the unlawful transfer of Crimea to Ukraine.,ukraine
1143,2014-08-29 17:00:00,"As you may know, we have accepted the Crimean Tatar language as one of the three national languages of Crimea alongside Russian and Ukrainian, but this is not enough.",ukrainian
1143,2014-08-29 17:00:00,"I want you to know, and for Russia to know, and for everyone in Ukraine to know: nothing of the sort ever happened.",ukraine
1143,2014-08-29 17:00:00,"I suspect they did not do it because it is fairly dangerous socioeconomically, because the consequences could be quite grave for Ukraine’s economy and, therefore, for Ukraine’s social sphere and politics.",ukraine
1143,2014-08-29 17:00:00,This was exclusively the choice of the Ukrainian people and the logic of internal political processes.,ukrainian
1143,2014-08-29 17:00:00,Those developments were damaging for Russian-Ukrainian relations; we did not feel there was anything criminal in her signing gas contracts with Russia.,ukrainian
1145,2014-09-01 10:00:00,They are responding to the fact that the Ukrainian regular armed forces have surrounded towns and are firing directly at residential districts.,ukrainian
1155,2014-09-03 16:30:00,"In order to stop the bloodshed and stabilise the situation in southeast Ukraine, I believe that the parties to the conflict should immediately agree on and coordinate the following steps: 1. End active offensive operations by armed forces, armed units and militia groups in southeast Ukraine in the Donetsk and Lugansk areas.",ukraine
1155,2014-09-03 16:30:00,2. Withdraw Ukrainian armed forces units to a distance that would make it impossible to fire on populated areas using artillery and all types of multiple launch rocket systems.,ukrainian
1156,2014-09-03 16:40:00,"In order to stop the bloodshed and stabilise the situation in southeast Ukraine, I believe that the parties to the conflict should immediately agree on and coordinate the following steps:",ukraine
1156,2014-09-03 16:40:00,"First, end active offensive operations by armed forces, armed units and militia groups in southeast Ukraine in the Donetsk and Lugansk areas.",ukraine
1156,2014-09-03 16:40:00,"Second, withdraw Ukrainian armed forces units to a distance that would make it impossible to fire on populated areas using artillery and all types of multiple launch rocket systems.",ukrainian
1156,2014-09-03 16:40:00,I think that the Kiev authorities and the representatives of southeast Ukraine could come to basic agreements and cement them at the contact group’s planned meeting on September 5.,ukraine
1156,2014-09-03 16:40:00,"I hope very much that Ukraine’s government will support the emerging progress in bilateral relations and make use of the positive opportunity the contact group’s work provides to bring about final and comprehensive settlement to the situation in southeast Ukraine, in full and unconditional respect for the lawful rights of those who live there of course.",ukraine
1163,2014-09-10 16:30:00,"The crisis in Ukraine, which was provoked and masterminded by some of our Western partners in the first place, is now being used to revive NATO.",ukraine
1164,2014-09-10 20:30:00,"I would like to ask Mr Ulyukayev     Ulyukayev Alexei , the Economic Development Minister, to brief all of us on how the work with the European Commission and our Ukrainian partners is progressing with regard to Ukraine’s upcoming ratification of its Association Agreement with the European Union, as well as what we achieved as a result of preliminary consultations, bearing in mind that in just two days, on September 12, the talks will be held at the ministerial level.",ukraine
1169,2014-09-12 13:30:00,"At the meeting in narrow format we discussed some other current international affairs too, including the situation in Ukraine.",ukraine
1171,2014-09-12 19:00:00,Of course we also discussed the situation in Ukraine.,ukraine
1171,2014-09-12 19:00:00,"I would not say that Ukraine was discussed as a separate issue of its own, rather it was examined as one of the issues we face today.",ukraine
1171,2014-09-12 19:00:00,"I say this because, as you know, I had a telephone conversation with President of Ukraine [Petro] Poroshenko recently, and following on from that conversation I proposed an action plan for setting the conflict on track towards a peaceful settlement.",ukraine
1171,2014-09-12 19:00:00,"We are pleased to see that the process did begin and that hostilities have stopped, the militia have ceased hostilities and the Ukrainian army, to give the Ukrainian President his due, has also taken the required steps under the agreements.",ukrainian
1171,2014-09-12 19:00:00,This is definitely a positive shift in the situation that has unfolded in southeast Ukraine.,ukraine
1171,2014-09-12 19:00:00,"I have already said many times that our Western partners pushed things towards an anti-constitutional coup in Kiev, and then supported the military operations in southeast Ukraine, and now, just when the situation has taken a turn towards a peaceful settlement, they are taking steps that practically aim to disrupt this peace process.",ukraine
1171,2014-09-12 19:00:00,I can’t help but think the seditious thought that no one actually cares about Ukraine itself.,ukraine
1171,2014-09-12 19:00:00,They are just using Ukraine as an instrument to shake up international relations.,ukraine
1171,2014-09-12 19:00:00,"Ukraine is being used as an instrument and has been made hostage to the desire of some players on the international stage to revive NATO say, not so much even as a military organisation, but as a key instrument in US foreign policy, in order for the US to consolidate its satellites and scare them with a threat from abroad.",ukraine
1171,2014-09-12 19:00:00,"But if this is the case, this is a real shame because it means that Ukraine has essentially become hostage to another’s interests.",ukraine
1171,2014-09-12 19:00:00,"Yes, for assets in Ukraine and in Crimea.",ukraine
1171,2014-09-12 19:00:00,But Ukraine’s current leadership also has many assets in Ukraine and in Crimea.,ukraine
1171,2014-09-12 19:00:00,Our Western and Ukrainian partners insisted that officials from the self-proclaimed republics participate in the peace negotiation process.,ukrainian
1180,2014-09-22 15:45:00,"You mentioned your activities in Ukraine, are you having problems there?",ukraine
1180,2014-09-22 15:45:00,"Yes, you should certainly continue this work, all the more so as Russian banks hold more than 30 percent of the market in Ukraine’s banking sector, and if we pull out of this market this would indeed be an added and quite serious blow to Ukraine’s economy.",ukraine
1180,2014-09-22 15:45:00,"It is in our interests to have a reliable and stable partner, therefore, regardless of the difficulties you face, you should continue your work, all the more so as, as far as I understand, you have a good partnership relation with Ukraine’s Central Bank.",ukraine
1196,2014-10-02 14:50:00,"It is in Russia’s national interests to help Ukraine to find a way out of the political and economic crisis, and we see that Ukraine today really is in a state of serious political and economic crisis.",ukraine
1196,2014-10-02 14:50:00,"Rebuilding Ukraine’s economy, political life and social sector is in our national interest.",ukraine
1196,2014-10-02 14:50:00,Ukraine is not a country we are unfamiliar with or indifferent to.,ukraine
1196,2014-10-02 14:50:00,"I have said many times and say again now that despite the tragedy currently unfolding, especially in the southeast, the Ukrainian people have always been and will remain the closest fraternal nation in our eyes.",ukrainian
1196,2014-10-02 14:50:00,I hope that Ukraine’s parliamentary election will go well and that the long-awaited political stabilisation will finally begin.,ukraine
1196,2014-10-02 14:50:00,"But I must say too that our position is that everyone in Ukraine, no matter where in the country, should have the same full rights, as prescribed by international law and by Ukraine’s own laws.",ukraine
1205,2014-10-10 14:45:00,This is true of Moldova and also true of Ukraine.,ukraine
1205,2014-10-10 14:45:00,"Basing ourselves on this approach, we held intensive consultations with the European Union and Ukraine.",ukraine
1207,2014-10-10 17:45:00,"I want to say a few words about relations with our neighbour, Ukraine, in light of the EU Association Agreement it has signed.",ukraine
1207,2014-10-10 17:45:00,The heads of state of our three countries met here in Minsk in August with the Ukrainian President and EU representatives.,ukrainian
1207,2014-10-10 17:45:00,We now have the possibility of making adjustments to provisions in the agreement that could cause considerable damage to the economies of the Customs Union countries and to our traditional trade ties with Ukraine.,ukraine
1212,2014-10-14 17:20:00,"I would like to touch upon another acute issue, one that can leave none of us indifferent – I am referring to the developments in Ukraine.",ukraine
1212,2014-10-14 17:20:00,"We are witnessing the application of double standards in the assessment of crimes against the civilian population of southeastern Ukraine, violations of the fundamental human rights to life and personal integrity.",ukraine
1212,2014-10-14 17:20:00,"Let us begin with the most pressing, most widely discussed issue – the developments in Ukraine.",ukraine
1212,2014-10-14 17:20:00,"You know, the media has shown over the past few days – today and yesterday – they are celebrating OUN-UIA, this nationalistic, pro-fascist organisation; it is practically an official celebration in Ukraine accompanied by calls for reprisals against representatives of the Russian Orthodox Church of the Moscow Patriarchy.",ukraine
1212,2014-10-14 17:20:00,The greatest tragedy here is the alienation of the Russian and Ukrainian peoples.,ukrainian
1212,2014-10-14 17:20:00,"However, I would like to repeat that this has to be done jointly with the Ukrainian authorities.",ukrainian
1212,2014-10-14 17:20:00,The same goes for medications and food that people in the southeast of Ukraine need so much.,ukraine
1212,2014-10-14 17:20:00,"We let the Ukrainian border guards and customs officers cross over to our territory to inspect the cargo, and they just sat there.",ukrainian
1212,2014-10-14 17:20:00,"Meanwhile I’ve heard complaints about this from our Ukrainian colleagues, as well as from the Europeans and Americans.",ukrainian
1212,2014-10-14 17:20:00,Regarding those in Ukraine who refuse to provide aid or pay allowances.,ukraine
1212,2014-10-14 17:20:00,"I can tell you in this connection that here too bureaucrats do not always do their job properly in certain situations, while in Ukraine this is even more complicated, and there are all sorts of people there.",ukraine
1212,2014-10-14 17:20:00,"However, if some bureaucrat, as you mentioned, said that Kramatorsk or some other city is not really Ukraine – well, that person is a fool to boot.",ukraine
1212,2014-10-14 17:20:00,"As I have already said, we can and will render aid and support, and I would like to reiterate that we will try to do this not unilaterally, but jointly with the Ukrainian authorities and the people who live in the southeast of Ukraine.",ukraine
1212,2014-10-14 17:20:00,"Regarding university graduates who would like to stay, who do not wish to return to Ukraine because of the situation there — this is understandable.",ukraine
1212,2014-10-14 17:20:00,"Despite all the problems that draw our attention to the developments in Ukraine, that attract public attention, we should never forget our own issues dealing with society and the state in the social, political or any other sphere.",ukraine
1212,2014-10-14 17:20:00,Decisions such as those that we have made were not taken when they were part of Ukraine.,ukraine
1212,2014-10-14 17:20:00,"But let me note too that we also must remember that the Crimean Tatars share this land with Greeks, Ukrainians, Germans and Russians.",ukrainian
1212,2014-10-14 17:20:00,"There are people who have long been involved in human rights work and defending the Crimean Tatars’ interests, but who have kept their Ukrainian citizenship and are deputies in the Rada [Ukrainian parliament].",ukrainian
1212,2014-10-14 17:20:00,"They take part as representatives of Ukraine in international events held in other countries, while at the same time claiming to speak for those who live in Crimea and have taken Russian citizenship.",ukraine
1215,2014-10-15 23:00:00,"The situation in Ukraine, where nationalists and other radical groups provoked an anti-constitutional coup d’état in February, causes particular concern in this respect.",ukraine
1215,2014-10-15 23:00:00,"Naturally, we are aware of the risks generated by the Ukrainian crisis.",ukrainian
1215,2014-10-15 23:00:00,We were forced to interrupt gas supplies to Ukraine last June because the Kiev authorities refused to pay for the gas supplies they had already received.,ukraine
1215,2014-10-15 23:00:00,"In late summer and early autumn, we held a series of consultations in a three‑party format with the participation of Russia, the EU and Ukraine, where we discussed possible mutually acceptable solutions to the problem of the Ukrainian gas debt settlement, resumption of gas supplies to Ukraine, which had been stopped by the Ukrainian side itself, and continuous hydrocarbon transit to Europe.",ukraine
1215,2014-10-15 23:00:00,"As for the future of Russian gas exports to Europe, the problem of transit across the Ukrainian territory remains.",ukrainian
1215,2014-10-15 23:00:00,"Any unbiased person knows that it was not Russia who staged the coup d’état in Ukraine, which led to the grave internal political crisis and a split in society.",ukraine
1215,2014-10-15 23:00:00,How can we talk about de-escalation in Ukraine while the decisions on new sanctions are introduced almost simultaneously with the agreements on the peace process?,ukraine
1215,2014-10-15 23:00:00,"As for Russia, its relations with Ukraine have always played and will continue to play a very important role.",ukraine
1215,2014-10-15 23:00:00,"Despite the current difficult stage in Russian-Ukrainian relations, we are interested in progressive, equitable and mutually beneficial cooperation with our Ukrainian partners.",ukrainian
1215,2014-10-15 23:00:00,"In practice, this will become possible after sustainable peace and stability are achieved in Ukraine.",ukraine
