,date,llm_nato,llm_nato_topic,regex_nato
2463,2008-08-18 21:28:00,YES,YES,NO
2464,2008-08-18 21:29:00,NO,NO,NO
2465,2008-08-18 21:30:00,NO,NO,NO
2466,2008-08-18 22:30:00,NO,YES,NO
2467,2008-08-19 16:31:00,YES,YES,NO
2468,2008-08-20 20:33:00,NO,NO,NO
2469,2008-08-20 20:53:00,NO,NO,NO
2470,2008-08-21 16:50:00,YES,NO,NO
2471,2008-08-22 14:54:00,NO,NO,NO
2472,2008-08-24 13:00:00,NO,NO,NO
2473,2008-08-25 17:19:00,NO,NO,NO
2474,2008-08-25 18:02:00,YES,YES,YES
2475,2008-08-26 15:43:00,YES,YES,YES
2476,2008-08-26 20:03:00,YES,YES,NO
2477,2008-08-26 20:40:00,NO,NO,NO
2478,2008-08-26 21:31:00,YES,YES,YES
2479,2008-08-26 22:00:00,NO,YES,NO
2480,2008-08-26 22:40:00,NO,YES,YES
2481,2008-08-27 20:28:00,NO,NO,NO
2482,2008-08-28 18:21:00,YES,YES,NO
2483,2008-08-28 19:54:00,NO,NO,NO
2484,2008-08-28 19:57:00,NO,NO,NO
2485,2008-08-28 20:01:00,YES,YES,YES
2486,2008-08-28 20:20:00,NO,NO,NO
2487,2008-08-28 20:31:00,NO,NO,NO
2488,2008-08-29 19:00:00,NO,NO,NO
2489,2008-08-29 19:10:00,NO,NO,NO
2490,2008-08-29 19:20:00,YES,YES,NO
2491,2008-08-30 19:49:00,NO,NO,NO
2492,2008-08-31 18:50:00,YES,YES,NO
2493,2008-09-02 17:31:00,NO,NO,NO
2494,2008-09-02 22:16:00,YES,YES,YES
2495,2008-09-02 23:31:00,YES,YES,NO
2496,2008-09-03 19:15:00,NO,NO,NO
2497,2008-09-04 18:49:00,NO,NO,NO
2498,2008-09-05 21:25:00,NO,YES,YES
2499,2008-09-06 15:15:00,YES,YES,NO
2500,2008-09-07 18:55:00,NO,NO,NO
2501,2008-09-08 17:35:00,NO,YES,NO
2502,2008-09-08 22:08:00,YES,YES,NO
2503,2008-09-09 19:23:00,NO,NO,NO
2504,2008-09-09 20:17:00,NO,NO,NO
2505,2008-09-10 19:16:00,NO,NO,NO
2506,2008-09-10 20:36:00,YES,YES,NO
2507,2008-09-11 18:48:00,YES,NO,NO
2508,2008-09-11 21:14:00,NO,NO,NO
2509,2008-09-12 16:44:00,YES,YES,YES
2510,2008-09-15 18:14:00,YES,YES,NO
2511,2008-09-15 19:08:00,NO,NO,NO
2512,2008-09-16 17:55:00,NO,NO,NO
2513,2008-09-16 19:40:00,NO,NO,NO
2514,2008-09-17 19:45:00,YES,"NO. 

CONTEXT: THE SPEECH FOCUSES ENTIRELY ON RUSSIA’S DEVELOPMENT AND STRATEGIC INTERESTS WITHIN THE ARCTIC REGION, SPECIFICALLY REGARDING RESOURCE EXTRACTION, ECONOMIC DEVELOPMENT, AND TRANSPORTATION ROUTES. IT DISCUSSES ESTABLISHING A LEGAL FRAMEWORK FOR ASSERTING NATIONAL INTERESTS AND RESOLVING BORDER DISPUTES, AS WELL AS MODERNIZING INFRASTRUCTURE AND ADDRESSING SOCIAL AND ENVIRONMENTAL CONCERNS. THERE IS NO MENTION OF NATO OR RELATED TOPICS.",NO
2515,2008-09-17 19:48:00,YES,YES,NO
2516,2008-09-18 19:27:00,NO,NO,NO
2517,2008-09-18 20:48:00,NO,NO,NO
2518,2008-09-19 19:09:00,YES,YES,YES
2519,2008-09-22 12:03:00,NO,YES,NO
2520,2008-09-22 15:52:00,NO,NO,NO
2521,2008-09-23 18:30:00,YES,YES,NO
2522,2008-09-24 18:34:00,YES,YES,NO
2523,2008-09-24 18:35:00,NO,NO,NO
2524,2008-09-25 10:00:00,NO,NO,NO
2525,2008-09-25 14:50:00,NO,NO,NO
2526,2008-09-25 16:28:00,NO,NO,NO
2527,2008-09-25 20:54:00,YES,YES,NO
2528,2008-09-26 17:53:00,NO,NO,NO
2529,2008-09-26 18:55:00,NO,NO,NO
2530,2008-09-26 20:19:00,YES,YES,NO
2531,2008-09-29 19:00:00,YES,NO,NO
2532,2008-09-29 19:23:00,NO,NO,NO
2533,2008-09-29 20:45:00,YES,NO,NO
2534,2008-09-30 13:59:00,YES,YES,NO
2535,2008-09-30 18:27:00,NO,NO,NO
2536,2008-10-01 19:20:00,NO,NO,NO
2537,2008-10-01 21:00:00,NO,NO,NO
2538,2008-10-01 21:53:00,NO,NO,NO
2539,2008-10-01 22:42:00,YES,YES,YES
2540,2008-10-02 20:39:00,YES,YES,NO
2541,2008-10-02 21:33:00,YES,YES,NO
2542,2008-10-02 21:53:00,NO,YES,YES
2543,2008-10-03 17:33:00,NO,NO,NO
2544,2008-10-03 19:40:00,NO,NO,NO
2545,2008-10-06 13:00:00,NO,NO,NO
2546,2008-10-06 20:27:00,NO,NO,NO
2547,2008-10-06 20:36:00,NO,NO,NO
2548,2008-10-07 10:00:00,NO,YES,NO
2549,2008-10-07 17:08:00,NO,NO,NO
2550,2008-10-07 19:41:00,NO,NO,NO
2551,2008-10-07 20:29:00,NO,NO,NO
2552,2008-10-08 21:59:00,YES,YES,YES
2553,2008-10-09 17:19:00,NO,NO,NO
2554,2008-10-09 18:56:00,NO,NO,NO
2555,2008-10-09 21:43:00,NO,YES,NO
2556,2008-10-10 12:54:00,YES,YES,YES
2557,2008-10-11 21:44:00,YES,YES,NO
2558,2008-10-12 17:03:00,NO,NO,NO
2559,2008-10-13 15:10:00,NO,NO,NO
2560,2008-10-13 20:28:00,NO,NO,NO
2561,2008-10-13 22:29:00,NO,NO,NO
2562,2008-10-14 17:51:00,NO,NO,NO
2563,2008-10-14 18:47:00,NO,NO,NO
2564,2008-10-14 21:51:00,NO,NO,NO
2565,2008-10-14 21:53:00,NO,NO,NO
2566,2008-10-14 23:13:00,NO,NO,NO
2567,2008-10-14 23:16:00,NO,NO,NO
2568,2008-10-15 21:56:00,YES,NO,NO
2569,2008-10-15 21:58:00,YES,NO,NO
2570,2008-10-15 23:25:00,NO,NO,NO
2571,2008-10-16 19:48:00,NO,NO,NO
2572,2008-10-16 22:26:00,NO,NO,NO
2573,2008-10-17 20:02:00,NO,NO,NO
2574,2008-10-20 20:07:00,NO,NO,NO
2575,2008-10-20 21:13:00,NO,NO,NO
2576,2008-10-21 10:31:00,NO,NO,NO
2577,2008-10-21 16:29:00,YES,NO,NO
2578,2008-10-21 20:00:00,YES,YES,NO
2579,2008-10-22 19:08:00,NO,NO,NO
2580,2008-10-23 20:56:00,NO,NO,NO
2581,2008-10-23 21:26:00,NO,NO,NO
2582,2008-10-23 22:32:00,NO,NO,NO
2583,2008-10-24 13:30:00,NO,NO,NO
2584,2008-10-24 20:07:00,NO,NO,NO
2585,2008-10-25 17:08:00,NO,NO,NO
2586,2008-10-27 18:38:00,NO,NO,NO
2587,2008-10-27 19:12:00,NO,NO,NO
2588,2008-10-27 20:36:00,NO,NO,NO
2589,2008-10-28 18:38:00,YES,YES,NO
2590,2008-10-28 21:17:00,NO,NO,NO
2591,2008-10-28 22:43:00,NO,NO,NO
2592,2008-10-29 18:30:00,NO,NO,NO
2593,2008-10-30 21:16:00,NO,NO,NO
2594,2008-10-31 20:03:00,NO,NO,NO
2595,2008-11-01 17:58:00,NO,NO,NO
2596,2008-11-02 18:19:00,NO,NO,NO
2597,2008-11-04 17:52:00,NO,NO,NO
2598,2008-11-05 13:45:00,YES,YES,YES
2599,2008-11-06 17:56:00,YES,YES,YES
2600,2008-11-07 18:20:00,NO,YES,NO
2601,2008-11-07 20:35:00,NO,NO,NO
2602,2008-11-10 16:45:00,NO,NO,NO
2603,2008-11-10 17:30:00,NO,NO,NO
2604,2008-11-10 20:27:00,NO,NO,NO
2605,2008-11-11 17:39:00,NO,NO,NO
2606,2008-11-11 21:55:00,YES,NO,NO
2607,2008-11-12 20:13:00,NO,NO,NO
2608,2008-11-13 09:59:00,YES,YES,YES
2609,2008-11-13 15:04:00,YES,YES,NO
2610,2008-11-14 21:26:00,YES,YES,YES
2611,2008-11-15 18:30:00,NO,NO,NO
2612,2008-11-15 18:50:00,YES,YES,NO
2613,2008-11-15 23:30:00,NO,NO,NO
2614,2008-11-16 02:30:00,NO,NO,NO
2615,2008-11-16 09:34:00,YES,YES,YES
2616,2008-11-17 12:54:00,NO,NO,NO
2617,2008-11-18 20:15:00,YES,YES,NO
2618,2008-11-18 21:39:00,YES,YES,NO
2619,2008-11-19 19:10:00,NO,NO,NO
2620,2008-11-19 19:12:00,NO,NO,NO
2621,2008-11-19 22:23:00,NO,YES,NO
2622,2008-11-20 15:22:00,NO,NO,NO
2623,2008-11-20 18:33:00,YES,YES,NO
2624,2008-11-21 13:04:00,YES,YES,NO
2625,2008-11-23 14:23:00,NO,NO,NO
2626,2008-11-23 16:15:00,NO,NO,NO
2627,2008-11-23 19:54:00,NO,NO,NO
2628,2008-11-24 10:00:00,NO,NO,NO
2629,2008-11-24 12:00:00,NO,NO,NO
2630,2008-11-24 12:30:00,NO,NO,NO
2631,2008-11-24 12:45:00,NO,NO,NO
2632,2008-11-24 13:00:00,NO,NO,NO
2633,2008-11-24 14:09:00,NO,NO,NO
2634,2008-11-25 22:02:00,YES,YES,NO
2635,2008-11-26 20:07:00,NO,NO,NO
2636,2008-11-26 21:05:00,YES,NO,NO
2637,2008-11-27 16:41:00,NO,NO,NO
2638,2008-11-27 19:01:00,NO,YES,NO
2639,2008-11-27 23:21:00,NO,NO,NO
2640,2008-11-28 13:50:00,NO,YES,NO
2641,2008-11-30 15:03:00,NO,NO,NO
2642,2008-12-02 10:41:00,NO,NO,NO
2643,2008-12-03 15:03:00,NO,YES,NO
2644,2008-12-04 09:28:00,YES,YES,NO
2645,2008-12-05 16:41:00,YES,YES,NO
2646,2008-12-05 19:55:00,NO,NO,NO
2647,2008-12-05 21:32:00,NO,NO,NO
2648,2008-12-08 20:47:00,NO,NO,NO
2649,2008-12-10 22:19:00,NO,NO,NO
2650,2008-12-10 23:41:00,YES,YES,NO
2651,2008-12-10 23:51:00,NO,NO,NO
2652,2008-12-11 20:51:00,YES,YES,NO
2653,2008-12-12 13:06:00,NO,NO,NO
2654,2008-12-12 20:55:00,NO,NO,NO
2655,2008-12-15 17:36:00,NO,NO,NO
2656,2008-12-15 19:17:00,NO,NO,NO
2657,2008-12-16 22:07:00,NO,NO,NO
2658,2008-12-16 22:37:00,NO,NO,NO
2659,2008-12-18 18:36:00,NO,NO,NO
2660,2008-12-19 00:50:00,NO,NO,NO
2661,2008-12-19 20:08:00,NO,NO,NO
2662,2008-12-19 21:14:00,NO,NO,NO
2663,2008-12-22 17:33:00,NO,NO,NO
2664,2008-12-22 18:00:00,NO,NO,NO
2665,2008-12-23 11:41:00,NO,NO,NO
2666,2008-12-24 13:50:00,YES,YES,NO
2667,2008-12-24 19:16:00,YES,YES,YES
2668,2008-12-24 23:50:00,NO,NO,NO
2669,2008-12-25 13:56:00,YES,YES,NO
2670,2008-12-26 13:00:00,YES,NO,NO
2671,2008-12-26 13:43:00,NO,NO,NO
2672,2008-12-27 21:29:00,NO,NO,NO
2673,2008-12-29 15:56:00,NO,NO,NO
2674,2008-12-30 12:37:00,YES,NO,NO
2675,2008-12-31 18:08:00,NO,NO,NO
2676,2008-12-31 20:41:00,NO,NO,NO
2677,2009-01-03 17:45:00,NO,NO,NO
2678,2009-01-08 19:02:00,YES,NO,NO
2679,2009-01-09 17:17:00,NO,YES,NO
2680,2009-01-11 12:53:00,YES,NO,NO
2681,2009-01-11 18:27:00,NO,NO,NO
2682,2009-01-11 21:23:00,YES,YES,NO
2683,2009-01-12 10:41:00,NO,NO,NO
2684,2009-01-12 19:15:00,NO,NO,NO
2685,2009-01-12 20:10:00,NO,NO,NO
2686,2009-01-13 13:26:00,NO,YES,NO
2687,2009-01-13 15:29:00,NO,NO,NO
2688,2009-01-14 18:04:00,NO,NO,NO
2689,2009-01-14 20:19:00,NO,NO,NO
2690,2009-01-14 23:15:00,NO,NO,NO
2691,2009-01-15 21:22:00,YES,NO,NO
2692,2009-01-16 13:32:00,NO,YES,NO
2693,2009-01-16 19:00:00,NO,NO,NO
2694,2009-01-16 22:41:00,NO,YES,NO
2695,2009-01-17 18:14:00,NO,NO,NO
2696,2009-01-17 21:56:00,YES,YES,NO
2697,2009-01-20 15:22:00,YES,YES,NO
2698,2009-01-20 17:28:00,NO,NO,NO
2699,2009-01-20 22:26:00,NO,NO,NO
2700,2009-01-21 15:31:00,NO,NO,NO
2701,2009-01-22 23:02:00,NO,NO,NO
2702,2009-01-23 18:38:00,NO,NO,NO
2703,2009-01-23 21:15:00,NO,NO,NO
2704,2009-01-26 20:41:00,NO,NO,NO
2705,2009-01-27 22:09:00,YES,YES,NO
2706,2009-01-27 23:29:00,NO,NO,NO
2707,2009-01-28 16:32:00,NO,NO,NO
2708,2009-01-28 17:48:00,NO,YES,NO
2709,2009-01-29 17:19:00,YES,YES,YES
2710,2009-01-29 21:11:00,NO,NO,NO
2711,2009-01-30 19:18:00,NO,NO,NO
2712,2009-01-30 21:43:00,NO,YES,NO
2713,2009-02-01 18:29:00,NO,NO,NO
2714,2009-02-02 14:05:00,NO,NO,NO
2715,2009-02-02 17:38:00,NO,NO,NO
2716,2009-02-03 21:11:00,NO,NO,NO
2717,2009-02-03 21:30:00,YES,YES,NO
2718,2009-02-03 22:00:00,NO,NO,NO
2719,2009-02-03 23:00:00,YES,YES,NO
2720,2009-02-04 19:56:00,NO,YES,NO
2721,2009-02-04 20:57:00,NO,NO,NO
2722,2009-02-05 13:30:00,YES,YES,NO
2723,2009-02-05 19:27:00,NO,NO,NO
2724,2009-02-05 22:54:00,YES,NO,NO
2725,2009-02-06 10:50:00,NO,YES,NO
2726,2009-02-06 14:10:00,YES,YES,NO
2727,2009-02-09 11:31:00,YES,NO,NO
2728,2009-02-09 13:38:00,NO,NO,NO
2729,2009-02-10 19:56:00,NO,NO,NO
2730,2009-02-10 22:20:00,YES,NO,NO
2731,2009-02-10 23:37:00,NO,NO,NO
2732,2009-02-11 10:48:00,NO,NO,NO
2733,2009-02-11 12:10:00,NO,NO,NO
2734,2009-02-12 09:35:00,NO,YES,NO
2735,2009-02-12 22:21:00,YES,YES,YES
2736,2009-02-13 17:34:00,NO,NO,NO
2737,2009-02-13 21:31:00,YES,YES,NO
2738,2009-02-14 18:42:00,NO,NO,NO
2739,2009-02-15 11:10:00,NO,YES,NO
2740,2009-02-16 18:36:00,NO,NO,NO
2741,2009-02-16 21:42:00,YES,YES,NO
2742,2009-02-17 19:53:00,YES,YES,NO
2743,2009-02-17 20:28:00,NO,NO,NO
2744,2009-02-18 13:19:00,NO,NO,NO
2745,2009-02-18 18:05:00,NO,NO,NO
2746,2009-02-18 19:53:00,NO,NO,NO
2747,2009-02-18 23:53:00,YES,YES,NO
2748,2009-02-19 12:55:00,NO,NO,NO
2749,2009-02-19 17:05:00,NO,NO,NO
2750,2009-02-19 17:45:00,NO,NO,NO
2751,2009-02-19 18:34:00,NO,NO,NO
2752,2009-02-19 20:58:00,NO,NO,NO
2753,2009-02-19 21:41:00,NO,NO,NO
2754,2009-02-20 14:21:00,NO,NO,NO
2755,2009-02-20 22:22:00,YES,YES,NO
2756,2009-02-21 12:48:00,NO,YES,NO
2757,2009-02-24 20:56:00,NO,NO,NO
2758,2009-02-25 20:03:00,YES,NO,NO
2759,2009-02-25 20:07:00,YES,YES,NO
2760,2009-02-26 19:13:00,NO,NO,NO
2761,2009-02-27 18:44:00,YES,YES,NO
2762,2009-02-27 22:53:00,YES,YES,NO
2763,2009-03-01 10:02:00,YES,YES,YES
2764,2009-03-01 13:49:00,NO,NO,NO
2765,2009-03-02 19:51:00,NO,NO,NO
2766,2009-03-02 20:00:00,NO,NO,NO
2767,2009-03-03 14:13:00,YES,NO,NO
2768,2009-03-03 19:59:00,YES,YES,NO
2769,2009-03-03 20:19:00,YES,YES,NO
2770,2009-03-04 14:29:00,NO,NO,NO
2771,2009-03-04 15:25:00,NO,NO,NO
2772,2009-03-04 17:21:00,YES,YES,NO
2773,2009-03-05 21:20:00,YES,NO,NO
2774,2009-03-06 21:33:00,NO,NO,NO
2775,2009-03-07 15:33:00,NO,YES,NO
2776,2009-03-10 11:26:00,NO,NO,NO
2777,2009-03-10 12:37:00,YES,YES,NO
2778,2009-03-10 20:00:00,NO,NO,NO
2779,2009-03-11 21:49:00,NO,YES,NO
2780,2009-03-11 21:55:00,NO,NO,NO
2781,2009-03-11 22:57:00,YES,YES,NO
2782,2009-03-12 12:48:00,NO,NO,NO
2783,2009-03-12 13:02:00,NO,NO,NO
2784,2009-03-12 13:50:00,NO,NO,NO
2785,2009-03-13 20:54:00,YES,YES,NO
2786,2009-03-15 13:00:00,YES,YES,NO
2787,2009-03-16 10:40:00,NO,NO,NO
2788,2009-03-16 11:36:00,NO,NO,NO
2789,2009-03-16 12:52:00,NO,NO,NO
2790,2009-03-17 20:07:00,NO,NO,NO
2791,2009-03-17 20:37:00,YES,YES,NO
2792,2009-03-17 21:39:00,NO,NO,NO
2793,2009-03-18 20:22:00,NO,NO,NO
2794,2009-03-19 19:24:00,NO,NO,NO
2795,2009-03-20 19:21:00,YES,YES,NO
2796,2009-03-20 20:42:00,YES,NO,NO
2797,2009-03-21 15:50:00,NO,NO,NO
2798,2009-03-23 12:24:00,YES,NO,NO
2799,2009-03-24 14:51:00,NO,NO,NO
2800,2009-03-24 20:56:00,YES,NO,NO
2801,2009-03-25 20:30:00,NO,NO,NO
2802,2009-03-25 21:39:00,YES,NO,NO
2803,2009-03-27 13:23:00,NO,NO,NO
2804,2009-03-27 14:33:00,NO,NO,NO
2805,2009-03-27 22:10:00,NO,NO,NO
2806,2009-03-29 12:31:00,YES,YES,NO
2807,2009-03-30 10:29:00,NO,NO,NO
2808,2009-03-30 20:40:00,NO,NO,NO
2809,2009-03-31 16:59:00,YES,YES,YES
2810,2009-03-31 19:36:00,NO,NO,NO
2811,2009-03-31 20:18:00,NO,NO,NO
2812,2009-03-31 20:35:00,YES,YES,YES
2813,2009-04-01 20:23:00,NO,NO,NO
2814,2009-04-01 22:14:00,NO,NO,NO
2815,2009-04-02 21:47:00,YES,YES,YES
2816,2009-04-02 22:00:00,YES,YES,YES
2817,2009-04-04 18:34:00,NO,NO,NO
2818,2009-04-04 23:01:00,YES,YES,NO
2819,2009-04-06 18:58:00,NO,NO,NO
2820,2009-04-07 20:24:00,YES,YES,NO
2821,2009-04-07 21:27:00,NO,YES,NO
2822,2009-04-08 14:10:00,YES,YES,NO
2823,2009-04-09 20:20:00,NO,NO,NO
2824,2009-04-09 23:45:00,NO,NO,NO
2825,2009-04-10 19:08:00,NO,NO,NO
2826,2009-04-10 20:02:00,NO,NO,NO
2827,2009-04-10 23:29:00,NO,NO,NO
2828,2009-04-13 21:11:00,NO,NO,NO
2829,2009-04-13 22:58:00,YES,YES,NO
2830,2009-04-14 22:19:00,NO,NO,NO
2831,2009-04-15 19:32:00,YES,YES,NO
2832,2009-04-16 20:51:00,NO,NO,NO
2833,2009-04-17 17:47:00,NO,NO,NO
2834,2009-04-17 18:41:00,NO,YES,YES
2835,2009-04-19 11:50:00,NO,NO,NO
2836,2009-04-20 16:15:00,NO,NO,NO
2837,2009-04-20 19:19:00,YES,YES,YES
2838,2009-04-21 11:42:00,NO,NO,NO
2839,2009-04-22 10:01:00,NO,NO,NO
2840,2009-04-22 13:36:00,YES,YES,NO
2841,2009-04-23 11:06:00,NO,NO,NO
2842,2009-04-23 13:00:00,NO,NO,NO
2843,2009-04-24 18:06:00,NO,NO,NO
2844,2009-04-27 18:37:00,NO,NO,NO
2845,2009-04-27 21:50:00,NO,NO,NO
2846,2009-04-28 21:58:00,NO,NO,NO
2847,2009-04-29 14:30:00,NO,NO,NO
2848,2009-04-29 18:16:00,NO,NO,NO
2849,2009-04-29 18:27:00,NO,NO,NO
2850,2009-04-30 20:00:00,YES,YES,YES
2851,2009-04-30 20:41:00,NO,NO,NO
2852,2009-05-04 15:42:00,NO,NO,NO
2853,2009-05-05 19:18:00,YES,YES,YES
2854,2009-05-05 20:20:00,NO,NO,NO
2855,2009-05-06 19:28:00,YES,YES,NO
2856,2009-05-07 20:32:00,NO,NO,NO
2857,2009-05-07 21:32:00,NO,NO,NO
2858,2009-05-08 13:45:00,NO,NO,NO
2859,2009-05-08 20:22:00,YES,YES,NO
2860,2009-05-09 15:01:00,NO,YES,NO
2861,2009-05-09 16:13:00,NO,NO,NO
2862,2009-05-12 11:02:00,YES,YES,NO
2863,2009-05-12 12:34:00,NO,NO,NO
2864,2009-05-12 19:42:00,NO,NO,NO
2865,2009-05-13 18:54:00,NO,NO,NO
2866,2009-05-13 20:07:00,NO,NO,NO
2867,2009-05-14 22:33:00,NO,NO,NO
2868,2009-05-15 10:26:00,NO,NO,NO
2869,2009-05-15 12:45:00,YES,YES,YES
2870,2009-05-15 16:39:00,NO,NO,NO
2871,2009-05-16 11:34:00,YES,YES,YES
2872,2009-05-16 14:59:00,YES,YES,YES
2873,2009-05-18 16:51:00,NO,NO,NO
2874,2009-05-19 20:27:00,NO,NO,NO
2875,2009-05-20 17:05:00,NO,NO,NO
2876,2009-05-20 18:07:00,NO,NO,NO
2877,2009-05-20 19:47:00,NO,NO,NO
2878,2009-05-20 20:35:00,NO,NO,NO
2879,2009-05-21 10:56:00,YES,YES,NO
2880,2009-05-21 19:24:00,YES,NO,NO
2881,2009-05-22 14:19:00,YES,YES,YES
2882,2009-05-25 18:20:00,NO,NO,NO
2883,2009-05-25 20:48:00,NO,NO,NO
2884,2009-05-26 17:17:00,YES,NO,NO
2885,2009-05-26 18:50:00,NO,NO,NO
2886,2009-05-27 20:19:00,NO,NO,NO
2887,2009-05-27 21:06:00,NO,NO,NO
2888,2009-05-27 22:16:00,YES,YES,NO
2889,2009-05-28 21:01:00,NO,YES,NO
2890,2009-05-29 20:10:00,YES,YES,NO
2891,2009-05-29 20:40:00,NO,NO,NO
2892,2009-06-01 18:48:00,NO,NO,NO
2893,2009-06-01 20:07:00,NO,YES,NO
2894,2009-06-01 21:23:00,NO,NO,NO
2895,2009-06-02 18:55:00,NO,NO,NO
2896,2009-06-02 19:26:00,NO,NO,NO
2897,2009-06-02 20:17:00,NO,NO,NO
2898,2009-06-03 16:10:00,YES,NO,NO
2899,2009-06-03 16:48:00,NO,NO,NO
2900,2009-06-03 22:47:00,YES,YES,NO
2901,2009-06-04 10:00:00,YES,YES,NO
2902,2009-06-04 11:00:00,NO,NO,NO
2903,2009-06-04 12:00:00,NO,NO,NO
2904,2009-06-04 13:00:00,NO,NO,NO
2905,2009-06-04 13:12:00,YES,YES,NO
2906,2009-06-05 12:36:00,YES,YES,NO
2907,2009-06-05 13:19:00,NO,NO,NO
2908,2009-06-05 14:07:00,YES,YES,NO
2909,2009-06-05 16:16:00,YES,YES,NO
2910,2009-06-06 20:46:00,YES,YES,NO
2911,2009-06-06 21:31:00,NO,YES,NO
2912,2009-06-06 22:39:00,NO,NO,NO
2913,2009-06-08 20:43:00,NO,NO,NO
2914,2009-06-08 21:34:00,NO,NO,NO
2915,2009-06-09 19:04:00,YES,YES,NO
2916,2009-06-10 17:19:00,NO,YES,NO
2917,2009-06-10 19:23:00,NO,NO,NO
2918,2009-06-10 20:09:00,NO,NO,NO
2919,2009-06-11 18:08:00,NO,NO,NO
2920,2009-06-11 20:11:00,YES,YES,NO
2921,2009-06-12 16:58:00,NO,NO,NO
2922,2009-06-12 17:13:00,NO,NO,NO
2923,2009-06-14 20:31:00,YES,YES,NO
2924,2009-06-14 21:14:00,YES,YES,NO
2925,2009-06-15 08:37:00,YES,YES,NO
2926,2009-06-15 18:18:00,NO,NO,NO
2927,2009-06-15 21:30:00,NO,NO,NO
2928,2009-06-15 22:25:00,NO,NO,NO
2929,2009-06-15 23:00:00,NO,NO,NO
2930,2009-06-16 22:00:00,NO,NO,NO
2931,2009-06-16 22:20:00,NO,YES,NO
2932,2009-06-16 22:30:00,NO,NO,NO
2933,2009-06-16 23:00:00,NO,NO,NO
2934,2009-06-16 23:40:00,NO,NO,NO
2935,2009-06-17 17:36:00,NO,NO,NO
2936,2009-06-17 19:44:00,YES,NO,NO
2937,2009-06-17 20:03:00,NO,NO,NO
2938,2009-06-17 21:00:00,NO,YES,NO
2939,2009-06-18 12:41:00,YES,YES,NO
2940,2009-06-18 17:44:00,NO,NO,NO
2941,2009-06-18 20:19:00,YES,YES,NO
2942,2009-06-20 12:47:00,NO,NO,NO
2943,2009-06-20 15:52:00,NO,NO,NO
2944,2009-06-20 17:27:00,NO,YES,NO
2945,2009-06-20 19:53:00,YES,YES,NO
2946,2009-06-21 14:55:00,NO,NO,NO
2947,2009-06-22 15:45:00,NO,NO,NO
2948,2009-06-22 16:27:00,NO,NO,NO
2949,2009-06-22 18:53:00,NO,NO,NO
2950,2009-06-23 21:05:00,NO,NO,NO
2951,2009-06-23 21:15:00,NO,NO,NO
2952,2009-06-25 13:37:00,NO,YES,NO
2953,2009-06-25 21:34:00,NO,YES,NO
2954,2009-06-25 22:32:00,YES,YES,NO
2955,2009-06-26 12:27:00,NO,NO,NO
2956,2009-06-26 12:36:00,YES,NO,NO
2957,2009-06-27 19:00:00,NO,NO,NO
2958,2009-06-27 19:29:00,NO,NO,NO
2959,2009-06-29 11:23:00,NO,YES,NO
2960,2009-06-29 14:03:00,YES,YES,NO
2961,2009-06-29 20:57:00,NO,NO,NO
2962,2009-06-30 12:17:00,NO,NO,NO
2963,2009-07-01 17:38:00,YES,NO,NO
2964,2009-07-01 20:54:00,YES,NO,NO
2965,2009-07-02 10:02:00,NO,NO,NO
2966,2009-07-02 15:21:00,NO,YES,NO
2967,2009-07-02 18:57:00,NO,YES,NO
2968,2009-07-03 13:04:00,NO,NO,NO
2969,2009-07-03 13:52:00,NO,NO,NO
2970,2009-07-04 18:41:00,NO,NO,NO
2971,2009-07-05 10:00:00,YES,YES,YES
2972,2009-07-06 17:42:00,NO,NO,NO
2973,2009-07-06 23:42:00,NO,YES,NO
2974,2009-07-07 11:04:00,YES,YES,NO
2975,2009-07-07 18:17:00,YES,NO,NO
2976,2009-07-08 23:07:00,NO,NO,NO
2977,2009-07-09 10:02:00,NO,NO,NO
2978,2009-07-11 12:46:00,YES,YES,YES
2979,2009-07-13 11:25:00,NO,NO,NO
2980,2009-07-13 13:10:00,YES,YES,NO
2981,2009-07-13 15:27:00,YES,YES,NO
2982,2009-07-14 20:36:00,NO,NO,NO
2983,2009-07-14 22:37:00,NO,NO,NO
2984,2009-07-15 12:19:00,NO,NO,NO
2985,2009-07-16 10:54:00,YES,YES,YES
2986,2009-07-16 11:06:00,YES,YES,NO
2987,2009-07-17 15:14:00,YES,NO,NO
2988,2009-07-18 18:01:00,NO,NO,NO
2989,2009-07-18 21:34:00,NO,NO,NO
2990,2009-07-20 16:00:00,YES,YES,NO
2991,2009-07-21 11:41:00,YES,YES,NO
2992,2009-07-21 19:50:00,NO,NO,NO
2993,2009-07-22 18:48:00,YES,YES,NO
2994,2009-07-23 15:30:00,NO,NO,NO
2995,2009-07-24 10:19:00,NO,NO,NO
2996,2009-07-26 11:32:00,YES,YES,YES
2997,2009-07-27 15:00:00,NO,NO,NO
2998,2009-07-28 18:29:00,NO,NO,NO
2999,2009-07-28 20:14:00,YES,YES,NO
3000,2009-07-29 20:34:00,NO,NO,NO
3001,2009-07-30 15:41:00,NO,NO,NO
3002,2009-07-30 20:07:00,NO,NO,NO
3003,2009-07-30 22:26:00,NO,NO,NO
3004,2009-07-31 16:15:00,NO,NO,NO
3005,2009-08-01 12:52:00,NO,NO,NO
3006,2009-08-05 18:57:00,NO,YES,NO
3007,2009-08-06 22:23:00,NO,NO,NO
3008,2009-08-06 23:08:00,NO,NO,NO
